         2093178 function calls (2075061 primitive calls) in 13.346 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        1    0.000    0.000    0.000    0.000 classes.py:2422(Animation)
        4    0.000    0.000    0.000    0.000 vector.py:92(__init__)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 <string>:1(<module>)
        4    0.000    0.000    0.000    0.000 base.py:146(add_input_provider)
        1    0.000    0.000    0.000    0.000 numbers.py:294(Integral)
        8    0.000    0.000    0.000    0.000 _binary.py:30(i16le)
        1    0.000    0.000    0.000    0.000 togglebutton.py:52(ToggleButtonBehavior)
        1    0.000    0.000    0.000    0.000 scroll.py:27(ScrollEffect)
        1    0.000    0.000    0.000    0.000 _inspect.py:1(<module>)
        1    0.000    0.000    0.000    0.000 trsock.py:5(TransportSocket)
        1    0.000    0.000    0.000    0.000 logger.py:284(__init__)
        1    0.000    0.000    0.000    0.000 zipfile.py:1180(ZipFile)
        1    0.000    0.000    0.000    0.000 pathlib.py:409(_NormalAccessor)
        1    0.000    0.000    0.000    0.000 classes.py:2104(TroopPageCondition)
       43    0.000    0.000    0.000    0.000 _compat_pickle.py:165(<genexpr>)
        1    0.000    0.000    0.000    0.000 _internal.py:249(_ctypes)
       21    0.000    0.000    0.000    0.000 {built-in method builtins.iter}
        5    0.000    0.000    0.000    0.000 __init__.py:503(_get_height)
        1    0.000    0.000    0.000    0.000 hermite_e.py:1649(HermiteE)
        3    0.000    0.000    0.000    0.000 {built-in method _winapi.DuplicateHandle}
        1    0.000    0.000    0.000    0.000 selectors.py:342(_PollLikeSelector)
        1    0.000    0.000    0.000    0.000 tuio.py:206(TuioMotionEvent)
       12    0.000    0.000    0.000    0.000 BmpImagePlugin.py:118(<genexpr>)
        1    0.000    0.000    0.000    0.000 configparser.py:891(set)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.000    0.000 vector.py:88(Vector)
        1    0.000    0.000    0.000    0.000 laguerre.py:1605(Laguerre)
        1    0.000    0.000    0.000    0.000 logger.py:266(LoggerHistory)
        1    0.000    0.000    0.000    0.000 socket.py:661(SocketIO)
       28    0.000    0.000    0.000    0.000 classes.py:539(pattern)
        1    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1212(__init__)
        2    0.000    0.000    0.000    0.000 os.py:1073(__subclasshook__)
        2    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        9    0.000    0.000    0.000    0.000 tripletap.py:37(find_triple_tap)
        1    0.000    0.000    0.000    0.000 tuio.py:275(Tuio2dObjMotionEvent)
        1    0.000    0.000    0.000    0.000 core.py:6429(MaskedConstant)
        1    0.000    0.000    0.000    0.000 threading.py:351(notify)
        2    0.000    0.000    0.000    0.000 configparser.py:877(has_option)
        1    0.000    0.000    0.000    0.000 subprocess.py:18(SubprocessStreamProtocol)
        6    0.000    0.000    0.000    0.000 classes.py:93(fog_name)
        6    0.000    0.000    0.000    0.000 _exceptions.py:17(_display_as_base)
        2    0.000    0.000    0.000    0.000 __init__.py:522(_get_center)
        1    0.000    0.000    0.000    0.000 subprocess.py:1017(__exit__)
        1    0.000    0.000    0.000    0.000 ImageDraw.py:46(ImageDraw)
       14    0.000    0.000    0.000    0.000 machinery.py:19(all_suffixes)
        1    0.000    0.000    0.000    0.000 classes.py:948(RPGClass)
        1    0.000    0.000    0.000    0.000 {method 'view' of 'numpy.generic' objects}
        1    0.000    0.000    0.000    0.000 functools.py:947(__init__)
       11    0.000    0.000    0.000    0.000 __init__.py:771(__init__)
        1    0.000    0.000    0.000    0.000 app.py:1160(_install_settings_keys)
        8    0.000    0.000    0.000    0.000 classes.py:283(data)
        1    0.000    0.000    0.000    0.000 classes.py:499(EventGraphic)
        4    0.000    0.000    0.000    0.000 configparser.py:989(__len__)
        1    0.000    0.000    0.000    0.000 button.py:54(Button)
        4    0.000    0.000    0.000    0.000 getlimits.py:538(max)
        1    0.000    0.000    0.000    0.000 events.py:98(TimerHandle)
       28    0.000    0.000    0.000    0.000 classes.py:531(direction)
        9    0.000    0.000    0.000    0.000 _pytesttester.py:78(__init__)
       18    0.000    0.000    0.000    0.000 {built-in method numpy.geterrobj}
        1    0.000    0.000    0.000    0.000 _binary.py:15(<module>)
       11    0.000    0.000    0.000    0.000 treeview.py:587(get_selected_node)
        1    0.000    0.000    0.000    0.000 __init__.py:1749(__init__)
        4    0.000    0.000    0.000    0.000 config.py:405(add_callback)
       12    0.000    0.000    0.000    0.000 __init__.py:192(deactivate_module)
        4    0.000    0.000    0.000    0.000 context.py:31(__init__)
        1    0.000    0.000    0.000    0.000 ImageFont.py:157(FreeTypeFont)
        4    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:948(_sanity_check)
        1    0.000    0.000    0.000    0.000 bz2.py:27(BZ2File)
       54    0.000    0.000    0.000    0.000 configparser.py:369(before_read)
        1    0.000    0.000    0.000    0.000 builder.py:250(BuilderBase)
        5    0.000    0.000    0.000    0.000 os.py:1084(__init__)
        2    0.000    0.000    0.000    0.000 config.py:651(name)
        1    0.000    0.000    0.000    0.000 selector_events.py:757(_SelectorSocketTransport)
        4    0.000    0.000    0.000    0.000 splitter.py:275(rescale_parent_proportion)
        1    0.000    0.000    0.000    0.000 __init__.py:860(FontContextManagerBase)
        1    0.000    0.000    0.000    0.000 classes.py:425(EventCondition)
        1    0.000    0.000    0.000    0.000 _internal.py:217(_getintp_ctype)
        4    0.000    0.000    0.000    0.000 {method 'capitalize' of 'str' objects}
       49    0.000    0.000    0.000    0.000 inspect.py:367(<lambda>)
        1    0.000    0.000    0.000    0.000 selectors.py:81(BaseSelector)
        4    0.000    0.000    0.000    0.000 provider.py:19(__init__)
        1    0.000    0.000    0.000    0.000 core.py:1324(make_mask_descr)
        1    0.000    0.000    0.000    0.000 extras.py:1515(__init__)
        6    0.000    0.000    0.000    0.000 {method 'setter' of 'kivy._event.EventDispatcher' objects}
        1    0.000    0.000    0.000    0.000 contextlib.py:408(__init__)
        1    0.000    0.000    0.000    0.000 pathlib.py:136(<setcomp>)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:41(<setcomp>)
        1    0.000    0.000    0.000    0.000 _version.py:14(NumpyVersion)
       15    0.000    0.000    0.000    0.000 {built-in method _stat.S_ISDIR}
       10    0.000    0.000    0.000    0.000 typing.py:749(__eq__)
        1    0.000    0.000    0.000    0.000 configparser.py:297(ParsingError)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:10(BaseSubprocessTransport)
        1    0.000    0.000    0.000    0.000 tempfile.py:627(SpooledTemporaryFile)
        1    0.000    0.000    0.000    0.000 touchripple.py:229(TouchRippleButtonBehavior)
        9    0.000    0.000    0.000    0.000 mouse.py:177(test_activity)
        1    0.000    0.000    0.000    0.000 glob.py:24(iglob)
        8    0.000    0.000    0.000    0.000 {method 'rjust' of 'str' objects}
        4    0.000    0.000    0.000    0.000 __init__.py:368(_FuncPtr)
        2    0.000    0.000    0.000    0.000 builder.py:548(_clear_matchcache)
        7    0.000    0.000    0.000    0.000 Image.py:3157(register_save)
        1    0.000    0.000    0.000    0.000 motionevent.py:125(MotionEvent)
        1    0.000    0.000    0.000    0.000 classes.py:3051(SystemTestBattler)
       26    0.000    0.000    0.000    0.000 TiffImagePlugin.py:374(_delegate)
       21    0.000    0.000    0.000    0.000 typing.py:742(<genexpr>)
        6    0.000    0.000    0.000    0.000 base.py:211(add_postproc_module)
        1    0.000    0.000    0.000    0.000 emacs.py:43(EmacsBehavior)
        2    0.000    0.000    0.000    0.000 splitter.py:288(_do_size)
        1    0.000    0.000    0.000    0.000 classes.py:2077(TroopPage)
        3    0.000    0.000    0.000    0.000 index_tricks.py:317(__init__)
        7    0.000    0.000    0.000    0.000 Image.py:3146(register_mime)
        1    0.000    0.000    0.000    0.000 core.py:1310(_replace_dtype_fields)
        1    0.000    0.000    0.000    0.000 TiffImagePlugin.py:1715(AppendingTiffWriter)
        1    0.000    0.000    0.000    0.000 JpegPresets.py:1(<module>)
       22    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 {kivy.graphics.opengl.glViewport}
        1    0.000    0.000    0.000    0.000 configparser.py:1240(SectionProxy)
        1    0.000    0.000    0.000    0.000 classes.py:2562(CommonEvent)
        2    0.000    0.000    0.000    0.000 typing.py:755(__hash__)
        7    0.000    0.000    0.000    0.000 config.py:536(adddefaultsection)
        1    0.000    0.000    0.000    0.000 subprocess.py:108(CalledProcessError)
        1    0.000    0.000    0.000    0.000 ruby_loader.py:7(DataLoader)
        1    0.000    0.000    0.000    0.000 serialize.py:49(Table)
        1    0.000    0.000    0.000    0.000 index_tricks.py:307(AxisConcatenator)
        1    0.000    0.000    0.000    0.000 {method '__exit__' of 'PyHKEY' objects}
        2    0.000    0.000    0.000    0.000 os.py:282(walk)
        1    0.000    0.000    0.000    0.000 __init__.py:1760(LoggerAdapter)
        4    0.000    0.000    0.000    0.000 __init__.py:390(register)
        9    0.000    0.000    0.000    0.000 splitter.py:365(strip_up)
        8    0.000    0.000    0.000    0.000 classes.py:203(tileset_id)
        1    0.000    0.000    0.000    0.000 classes.py:292(Event)
        1    0.000    0.000    0.000    0.000 TiffImagePlugin.py:912(ImageFileDirectory_v1)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.set_typeDict}
        1    0.000    0.000    0.000    0.000 {built-in method nt.close}
        2    0.000    0.000    0.000    0.000 {method 'replace' of 'code' objects}
        1    0.000    0.000    0.000    0.000 queue.py:28(Queue)
        1    0.000    0.000    0.000    0.000 configparser.py:1195(ConfigParser)
        1    0.000    0.000    0.000    0.000 markup.py:84(MarkupLabel)
        8    0.000    0.000    0.000    0.000 getlimits.py:90(_register_type)
        1    0.000    0.000    0.000    0.000 threading.py:95(_RLock)
        1    0.000    0.000    0.000    0.000 locks.py:23(Lock)
        1    0.000    0.000    0.000    0.000 queues.py:21(Queue)
        1    0.000    0.000    0.000    0.000 windows_events.py:405(IocpProactor)
        1    0.000    0.000    0.000    0.000 __init__.py:207(ImageLoaderBase)
        1    0.000    0.000    0.000    0.000 dampedscroll.py:21(DampedScrollEffect)
        2    0.000    0.000    0.000    0.000 classes.py:141(fog_hue)
       16    0.000    0.000    0.000    0.000 _inspect.py:143(<lambda>)
        1    0.000    0.000    0.000    0.000 _iotools.py:230(NameValidator)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
       18    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:782(is_package)
       10    0.000    0.000    0.000    0.000 typing.py:927(__eq__)
        5    0.000    0.000    0.000    0.000 utils.py:503(__init__)
        4    0.000    0.000    0.000    0.000 selectors.py:584(_can_use)
        4    0.000    0.000    0.000    0.000 gridlayout.py:314(_fills_from_left_to_right)
        3    0.000    0.000    0.000    0.000 datetime.py:2236(_create)
       16    0.000    0.000    0.000    0.000 _dtype.py:24(_kind_name)
        2    0.000    0.000    0.000    0.000 function_base.py:244(iterable)
        1    0.000    0.000    0.000    0.000 {built-in method _winapi.GetExitCodeProcess}
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 __init__.py:1389(Logger)
        1    0.000    0.000    0.000    0.000 cache.py:34(Cache)
        1    0.000    0.000    0.000    0.000 Image.py:3350(Exif)
        1    0.000    0.000    0.000    0.000 window_sdl2.py:468(_set_cursor_state)
       15    0.000    0.000    0.000    0.000 _inspect.py:142(<lambda>)
        1    0.000    0.000    0.000    0.000 core.py:192(<listcomp>)
        1    0.000    0.000    0.000    0.000 {built-in method numpy.empty}
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 _weakrefset.py:86(add)
        9    0.000    0.000    0.000    0.000 clock.py:657(frames)
        2    0.000    0.000    0.000    0.000 gridlayout.py:302(on_children)
       14    0.000    0.000    0.000    0.000 animation.py:379(on_start)
        1    0.000    0.000    0.000    0.000 hmac.py:27(HMAC)
       15    0.000    0.000    0.000    0.000 {method 'discard' of 'set' objects}
        2    0.000    0.000    0.000    0.000 {method 'translate' of 'kivy.graphics.transformation.Matrix' objects}
        1    0.000    0.000    0.000    0.000 coroutines.py:36(CoroWrapper)
        1    0.000    0.000    0.000    0.000 proactor_events.py:46(_ProactorBasePipeTransport)
        1    0.000    0.000    0.000    0.000 proactor_events.py:593(_ProactorSocketTransport)
        1    0.000    0.000    0.000    0.000 metrics.py:220(fontscale)
        3    0.000    0.000    0.000    0.000 factory.py:31(get)
        1    0.000    0.000    0.000    0.000 pickle.py:200(_Framer)
        3    0.000    0.000    0.000    0.000 {built-in method math.sqrt}
        3    0.000    0.000    0.000    0.000 typing.py:218(_deduplicate)
        1    0.000    0.000    0.000    0.000 contextlib.py:321(__exit__)
        1    0.000    0.000    0.000    0.000 __init__.py:1260(Manager)
        1    0.000    0.000    0.000    0.000 subprocess.py:145(TimeoutExpired)
        3    0.000    0.000    0.000    0.000 style.kv:102(<module>)
        8    0.000    0.000    0.000    0.000 gridlayout.py:104(<listcomp>)
        2    0.000    0.000    0.000    0.000 core.py:6532(__setattr__)
        5    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {method 'set' of 'kivy.graphics.transformation.Matrix' objects}
